title,release_year,country,duration,language,certification,gross,budget
Turbo,2013,USA,96,English,PG,83024900,135000000
Under the Skin,2013,UK,108,English,R,2605039,
Underdogs,2013,Spain,106,Spanish,PG,,22000000
UnDivided,2013,USA,66,English,PG,,250000
Walking with Dinosaurs 3D,2013,USA,87,English,PG,36073232,80000000
Warm Bodies,2013,USA,98,English,PG-13,66359959,35000000
Water & Power,2013,USA,88,English,Not Rated,79043,
We're the Millers,2013,USA,118,English,R,150368971,37000000
White House Down,2013,USA,131,English,PG-13,73103784,150000000
World War Z,2013,USA,123,English,PG-13,202351611,190000000
Yeh Jawaani Hai Deewani,2013,India,160,Hindi,Not Rated,3827466,
Zombie Hunter,2013,USA,93,English,Not Rated,,1000000
Zulu,2013,France,110,English,R,,16000000
22 Jump Street,2014,USA,112,English,R,191616238,50000000
3 Days to Kill,2014,USA,123,English,PG-13,30688364,28000000
300: Rise of an Empire,2014,USA,102,English,R,106369117,110000000
8 Days,2014,USA,90,English,PG-13,,2500000
A Fine Step,2014,USA,111,,PG,,1000000
A Haunted House 2,2014,USA,86,English,R,17314483,4000000
A Lego Brickumentary,2014,Denmark,93,English,G,100240,1000000
A Million Ways to Die in the West,2014,USA,136,English,R,42615685,40000000
A Most Violent Year,2014,USA,125,English,R,5749134,20000000
A Most Wanted Man,2014,UK,122,English,R,17237244,15000000
A Walk Among the Tombstones,2014,USA,114,English,R,25977365,28000000
About Last Night,2014,USA,100,English,R,48637684,12500000
Addicted,2014,USA,106,Spanish,R,17382982,5000000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,USA,81,English,PG,66950483,28000000
Aloft,2014,Spain,97,English,R,52961,8000000
Alpha and Omega 4: The Legend of the Saw Toothed Cave,2014,USA,45,,,,7000000
Always Woodstock,2014,USA,97,English,,,2400000
American Heist,2014,Canada,94,English,R,,10000000
American Sniper,2014,USA,133,English,R,350123553,58800000
Amidst the Devil's Wings,2014,USA,90,English,,,300000
Amnesiac,2014,USA,90,English,,,3000000
An American in Hollywood,2014,USA,89,English,R,,125000
And So It Goes,2014,USA,94,English,PG-13,15155772,18000000
Animals,2014,USA,90,English,,,
Annabelle,2014,USA,99,English,R,84263837,6500000
Annie,2014,USA,118,English,PG,85911262,65000000
"As Above, So Below",2014,USA,93,English,R,21197315,5000000
Ask Me Anything,2014,USA,100,English,Not Rated,,950000
Atlas Shrugged: Who Is John Galt?,2014,USA,99,English,PG-13,830210,5000000
Automata,2014,Bulgaria,109,English,R,,7000000
Bang Bang Baby,2014,Canada,90,English,,,1000000
Barbecue,2014,France,98,French,,,
Before I Go to Sleep,2014,UK,92,English,R,2963012,22000000
Beyond the Lights,2014,USA,116,English,PG-13,14612840,7000000
Big Eyes,2014,USA,106,English,PG-13,14479776,10000000
Big Hero 6,2014,USA,102,English,PG,222487711,165000000
Birdman or (The Unexpected Virtue of Ignorance),2014,USA,119,English,R,42335698,18000000
Black or White,2014,USA,121,English,PG-13,21569041,9000000
Blended,2014,USA,117,English,PG-13,46280507,40000000
Born of War,2014,UK,109,English,R,,5000000
Born to Fly: Elizabeth Streb vs. Gravity,2014,USA,82,English,,21199,500000
Boyhood,2014,USA,165,English,R,25359200,4000000
Brick Mansions,2014,France,100,English,PG-13,20285518,28000000
Butterfly Girl,2014,USA,78,English,,,180000
Captain America: The Winter Soldier,2014,USA,136,English,PG-13,259746958,170000000
Closer to the Moon,2014,Romania,112,English,Not Rated,,5000000
Coming Home,2014,China,109,Mandarin,PG-13,377420,
Da Sweet Blood of Jesus,2014,USA,123,English,,,1420000
Dawn of the Crescent Moon,2014,USA,95,English,,,75000
Dawn of the Planet of the Apes,2014,USA,130,English,PG-13,208543795,170000000
Dawn Patrol,2014,,88,English,,,3500000
Deliver Us from Evil,2014,USA,118,English,R,30523568,30000000
Desert Dancer,2014,UK,104,English,PG-13,143653,4000000
Destiny,2014,USA,,English,,,
Devil's Due,2014,USA,89,English,R,15818967,7000000
Divergent,2014,USA,139,English,PG-13,150832203,85000000
Doc Holliday's Revenge,2014,USA,84,English,PG-13,,1000000
Dolphin Tale 2,2014,USA,107,English,PG,42019483,36000000
Dracula Untold,2014,USA,92,English,PG-13,55942830,70000000
Draft Day,2014,USA,110,English,R,28831145,25000000
Dragon Nest: Warriors' Dawn,2014,China,88,English,,,40000000
Drive Hard,2014,Canada,92,English,Not Rated,,12000000
"Dude, Where's My Dog?!",2014,USA,82,English,PG,,20000
Dumb and Dumber To,2014,USA,109,English,PG-13,86208010,35000000
Dwegons and Leprechauns,2014,USA,98,English,PG,,20000000
Dying of the Light,2014,Bahamas,94,English,R,,5000000
Earth to Echo,2014,USA,91,English,PG,38916903,13000000
Edge of Tomorrow,2014,USA,113,English,PG-13,100189501,178000000
Elsa & Fred,2014,USA,97,English,PG-13,,10000000
Endless Love,2014,USA,104,English,PG-13,23393765,20000000
Escobar: Paradise Lost,2014,France,120,English,R,106869,17000000
Exodus: Gods and Kings,2014,UK,150,English,PG-13,65007045,140000000
Exodus: Gods and Kings,2014,UK,150,English,PG-13,65007045,140000000
Falcon Rising,2014,USA,103,English,R,8691,4500000
Far from Men,2014,France,101,French,,,7700000
Food Chains,2014,USA,83,English,,,913000
Freedom,2014,USA,94,English,R,,14500000
Fugly,2014,India,134,Hindi,,,
Fury,2014,USA,134,English,R,85707116,68000000
Futuro Beach,2014,Brazil,106,Portuguese,Unrated,20262,4000000
Get on Up,2014,USA,139,English,PG-13,30513940,30000000
Girl House,2014,Canada,99,English,,,3150000
Give Me Shelter,2014,USA,90,English,,,250000
Gone Girl,2014,USA,149,English,R,167735396,61000000
Good Kill,2014,USA,102,English,R,316842,
Grace of Monaco,2014,Switzerland,103,English,,,30000000
Guardians of the Galaxy,2014,USA,121,English,PG-13,333130696,170000000
H.,2014,USA,93,English,,,
Happy Christmas,2014,USA,82,English,R,30084,70000
Heaven Is for Real,2014,USA,99,English,PG,91443253,12000000
Henry & Me,2014,USA,67,English,PG,,10000000
Hercules,2014,USA,101,English,PG-13,72660029,100000000
Hercules,2014,USA,101,English,PG-13,72660029,100000000
Hidden Away,2014,Spain,96,Spanish,Unrated,,
Hits,2014,USA,96,English,,,1000000
Horrible Bosses 2,2014,USA,116,English,R,54414716,42000000
Horse Camp,2014,USA,108,English,PG,,250000
House at the End of the Drive,2014,USA,91,English,R,,1400000
Housebound,2014,New Zealand,107,English,Not Rated,,350000
How to Train Your Dragon 2,2014,USA,102,English,PG,176997107,145000000
I Origins,2014,USA,106,English,R,334658,
"I, Frankenstein",2014,Australia,92,English,PG-13,19059018,65000000
If I Stay,2014,USA,107,English,PG-13,50461335,11000000
In the Name of the King: The Last Job,2014,Canada,86,English,R,,3500000
Inherent Vice,2014,USA,148,English,R,8093318,20000000
Interstellar,2014,USA,169,English,PG-13,187991439,165000000
Into the Storm,2014,USA,89,English,PG-13,47553512,50000000
Into the Woods,2014,USA,125,English,PG,127997349,50000000
It Follows,2014,USA,100,English,R,14673301,2000000
Jack Ryan: Shadow Recruit,2014,USA,105,English,PG-13,50549107,60000000
Jersey Boys,2014,USA,134,English,R,47034272,40000000
Jungle Shuffle,2014,South Korea,85,English,,,10000000
Kill the Messenger,2014,USA,112,English,R,2445646,5000000
Kung Fu Killer,2014,China,100,Cantonese,,129115,25000000
La Famille BÃ©lier,2014,France,106,French,,,11000000
Left Behind,2014,USA,110,English,PG-13,13998282,16000000
Left Behind,2014,USA,110,English,PG-13,13998282,16000000
Let's Be Cops,2014,USA,104,English,R,82389560,17000000
Let's Kill Ward's Wife,2014,USA,82,English,Unrated,,5000000
Light from the Darkroom,2014,USA,90,English,PG-13,,600000
Listening,2014,Cambodia,100,English,,,
Locker 13,2014,USA,95,English,R,2468,300000
Lords of London,2014,UK,90,English,R,,3440000
Love in the Time of Monsters,2014,USA,97,English,,,500000
Lucy,2014,France,89,English,R,126546825,40000000
Maleficent,2014,USA,97,English,PG,241407328,180000000
Million Dollar Arm,2014,USA,124,English,PG,36447959,25000000
Miss Julie,2014,Norway,129,English,PG-13,,5500000
Moms' Night Out,2014,USA,98,English,PG,10429707,5000000
Mr. Peabody & Sherman,2014,USA,92,English,PG,111505642,145000000
Mr. Turner,2014,UK,150,English,R,3958500,8200000
Muppets Most Wanted,2014,USA,119,English,PG,51178893,50000000
Mutant World,2014,Canada,82,English,,,1500000
Need for Speed,2014,USA,132,English,PG-13,43568507,66000000
Neighbors,2014,USA,97,English,R,150056505,18000000
Night at the Museum: Secret of the Tomb,2014,USA,98,English,PG,113733726,127000000
Nightcrawler,2014,USA,117,English,R,32279955,8500000
No Good Deed,2014,USA,84,English,PG-13,52543632,13200000
Noah,2014,USA,138,English,PG-13,101160529,125000000
Non-Stop,2014,UK,106,English,PG-13,91439400,50000000
Not Cool,2014,USA,93,English,Not Rated,35688,600000
Obvious Child,2014,USA,84,English,R,3122616,
Ouija,2014,USA,89,English,PG-13,50820940,5000000
Out of the Dark,2014,USA,92,English,R,,
Paddington,2014,UK,95,English,PG,76137505,55000000
Paranormal Activity: The Marked Ones,2014,USA,101,English,R,32453345,5000000
Penguins of Madagascar,2014,USA,92,English,PG,83348920,132000000
Perfect Cowboy,2014,USA,109,English,,,200000
Plastic,2014,UK,102,English,R,,10000000
Pompeii,2014,Canada,105,English,PG-13,23219748,80000000
Queen of the Mountains,2014,Kyrgyzstan,135,English,PG-13,,1400000
Ramanujan,2014,India,153,English,,,
Red Sky,2014,USA,100,English,PG-13,,25000000
Ride Along,2014,USA,99,English,PG-13,134141530,25000000
Rio 2,2014,USA,101,English,G,131536019,103000000
Rise of the Entrepreneur: The Search for a Better Way,2014,USA,52,English,G,,450000
RoboCop,2014,USA,117,English,PG-13,58607007,100000000
RoboCop,2014,USA,117,English,PG-13,58607007,100000000
Rosewater,2014,USA,103,English,R,3093491,5000000
Rudderless,2014,USA,105,English,R,37440,5000000
Sabotage,2014,USA,109,English,R,10499968,35000000
Sabotage,2014,USA,109,English,R,10499968,35000000
Selma,2014,UK,128,English,PG-13,52066000,20000000
Seventh Son,2014,USA,102,English,PG-13,17176900,95000000
Sex Tape,2014,USA,94,English,R,38543473,40000000
Sin City: A Dame to Kill For,2014,USA,102,English,R,13750556,65000000
Skin Trade,2014,Thailand,96,English,R,162,9000000
Solitude,2014,USA,89,English,,,
Something Wicked,2014,USA,95,English,R,,3000000
Son of God,2014,USA,170,English,PG-13,59696176,22000000
Song One,2014,USA,86,English,PG-13,20200,6000000
St. Vincent,2014,USA,102,English,PG-13,44134898,13000000
Still Alice,2014,USA,101,English,PG-13,18656400,5000000
Stories of Our Lives,2014,Kenya,60,Swahili,,,15000
Swelter,2014,USA,96,English,R,,8000000
Taken 3,2014,France,115,English,PG-13,89253340,48000000
Tammy,2014,USA,100,English,R,84518155,20000000
Teenage Mutant Ninja Turtles,2014,USA,101,English,PG-13,190871240,125000000
Teenage Mutant Ninja Turtles,2014,USA,101,English,PG-13,190871240,125000000
That Awkward Moment,2014,USA,94,English,R,26049082,8000000
The Algerian,2014,USA,99,English,,,1300000
The Amazing Spider-Man 2,2014,USA,142,English,PG-13,202853933,200000000
The Best of Me,2014,USA,118,English,PG-13,26761283,26000000
The Blue Room,2014,France,76,French,R,231186,
The Book of Life,2014,USA,95,English,PG,50150619,50000000
The Boxtrolls,2014,USA,96,English,PG,50807639,60000000
The Calling,2014,USA,108,English,R,,
The Calling,2014,USA,108,English,R,,
The Equalizer,2014,USA,132,English,R,101530738,55000000
The Expendables 3,2014,USA,131,English,PG-13,39292022,90000000
The Face of an Angel,2014,UK,101,English,Not Rated,,
The Fault in Our Stars,2014,USA,133,English,PG-13,124868837,12000000
The Gambler,2014,USA,111,English,R,33631221,25000000
The Gambler,2014,USA,111,English,R,33631221,25000000
The Giver,2014,South Africa,97,English,PG-13,45089048,25000000
The Grand Budapest Hotel,2014,USA,99,English,R,59073773,25000000
The Hadza: Last of the First,2014,USA,71,English,,,650000
The Hobbit: The Battle of the Five Armies,2014,New Zealand,164,English,PG-13,255108370,250000000
The Homesman,2014,USA,122,English,R,2428883,16000000
The Hundred-Foot Journey,2014,USA,122,English,PG,54235441,22000000
The Hunger Games: Mockingjay - Part 1,2014,USA,123,English,PG-13,337103873,125000000
The Image Revolution,2014,USA,81,English,,,50000
The Imitation Game,2014,UK,114,English,PG-13,91121452,14000000
The Interview,2014,USA,112,English,R,6105175,44000000
The Judge,2014,USA,141,English,R,47105085,50000000
The Last Five Years,2014,USA,94,English,PG-13,137945,
The Legend of Hercules,2014,USA,99,English,PG-13,18821279,70000000
The Lego Movie,2014,Australia,100,English,PG,257756197,60000000
The Maze Runner,2014,USA,113,English,PG-13,102413606,34000000
The Monuments Men,2014,USA,118,English,PG-13,78031620,70000000
The November Man,2014,USA,108,English,R,24984868,15000000
The Nut Job,2014,Canada,85,English,PG,64238770,42000000
The Opposite Sex,2014,USA,97,English,,,3300000
The Other Woman,2014,USA,109,English,PG-13,83906114,40000000
The Outrageous Sophie Tucker,2014,USA,96,English,,,500000
The Past is a Grotesque Animal,2014,USA,77,English,Unrated,,100000
The Perfect Wave,2014,South Africa,94,English,PG,,4000000
The Prince,2014,USA,93,English,R,,18000000
The Purge: Anarchy,2014,USA,103,English,R,71519230,9000000
The Signal,2014,USA,97,English,PG-13,,4000000
The Sisterhood of Night,2014,USA,104,English,PG-13,,1000000
The Skeleton Twins,2014,USA,93,English,R,5283379,
The Sleepwalker,2014,Norway,91,English,Not Rated,,1100000
The Sound and the Shadow,2014,USA,90,English,R,,
The Theory of Everything,2014,UK,123,English,PG-13,35887263,15000000
The Water Diviner,2014,Australia,111,English,R,4190530,22500000
They Came Together,2014,USA,83,English,R,,
Think Like a Man Too,2014,USA,106,English,PG-13,65182182,24000000
This Is Where I Leave You,2014,USA,103,English,R,34290142,19800000
Tiger Orange,2014,USA,75,English,Unrated,,100000
Top Five,2014,USA,102,English,R,25277561,12000000
Top Spin,2014,USA,80,English,,5858,150000
Transcendence,2014,UK,119,English,PG-13,23014504,100000000
Transformers: Age of Extinction,2014,USA,165,English,PG-13,245428137,210000000
Trash,2014,UK,114,Portuguese,R,10230,
Tusk,2014,USA,102,English,R,1821983,3000000
Unbroken,2014,USA,137,English,PG-13,115603980,65000000
Unbroken,2014,USA,137,English,PG-13,115603980,65000000
Unfriended,2014,USA,83,English,R,31537320,1000000
United Passions,2014,France,110,English,Not Rated,,24000000
Unsullied,2014,USA,93,English,R,,1500000
Viy,2014,Russia,107,Russian,,,26000000
When the Game Stands Tall,2014,USA,115,English,PG,30127963,15000000
While We're Young,2014,USA,97,English,R,7574066,10000000
Whiplash,2014,USA,107,English,R,13092000,3300000
Wicked Blood,2014,USA,92,English,Not Rated,,3500000
Wild,2014,USA,115,English,R,37877959,15000000
Winter's Tale,2014,USA,118,English,PG-13,22451,60000000
Wish I Was Here,2014,USA,106,English,R,3588432,6000000
Wolves,2014,France,91,English,R,,18000000
X-Men: Days of Future Past,2014,USA,149,English,PG-13,233914986,200000000
Z Storm,2014,Hong Kong,92,Cantonese,,,7000000
#Horror,2015,USA,101,English,Not Rated,,1500000
10 Days in a Madhouse,2015,USA,111,English,R,14616,12000000
90 Minutes in Heaven,2015,USA,121,English,PG-13,4700361,5000000
A Tale of Three Cities,2015,China,130,Chinese,,,12000000
A Warrior's Tail,2015,Russia,85,Russian,,,30000000
Abandoned,2015,New Zealand,86,English,,,
Accidental Love,2015,USA,100,English,PG-13,,26000000
Adulterers,2015,USA,91,English,,,750000
Aloha,2015,USA,105,English,PG-13,20991497,37000000
Aloha,2015,USA,105,English,PG-13,20991497,37000000
Alvin and the Chipmunks: The Road Chip,2015,USA,92,English,PG,85884815,90000000
America Is Still the Place,2015,USA,90,English,,,
American Hero,2015,USA,86,English,,,990000
Animal Kingdom: Let's go Ape,2015,France,101,French,,,
Anomalisa,2015,USA,90,English,R,3442820,8000000
Ant-Man,2015,USA,117,English,PG-13,180191634,130000000
Antarctic Edge: 70Â° South,2015,USA,72,English,,4914,150000
Area 51,2015,USA,91,English,R,,5000000
Avengers: Age of Ultron,2015,USA,141,English,PG-13,458991599,250000000
AWOL-72,2015,USA,82,English,R,,3000000
Baahubali: The Beginning,2015,India,159,Telugu,,6498000,18026148
Bizarre,2015,France,98,English,Unrated,,500000
Black Mass,2015,USA,123,English,R,62563543,53000000
Blackhat,2015,USA,133,English,R,7097125,70000000
Bleeding Hearts,2015,USA,100,English,,,1200000
Bridge of Spies,2015,USA,142,English,PG-13,72306065,40000000
Broken Horses,2015,USA,101,English,R,,15000000
Brooklyn,2015,UK,111,English,PG-13,38317535,11000000
Brotherly Love,2015,USA,89,English,R,444044,1900000
Burnt,2015,USA,101,English,R,13650738,20000000
By the Sea,2015,USA,122,English,R,531009,10000000
Captive,2015,USA,97,English,PG-13,2557668,2000000
Censored Voices,2015,Israel,84,Hebrew,,34151,450000
Chain of Command,2015,USA,88,English,R,,5000000
Chappie,2015,USA,120,English,R,31569268,49000000
Checkmate,2015,USA,97,English,,,1500000
Chiamatemi Francesco - Il Papa della gente,2015,Italy,98,Spanish,,,15000000
Child 44,2015,Czech Republic,137,English,R,1206135,50000000
Christmas Eve,2015,USA,95,English,PG,,
Cinderella,2015,USA,105,English,PG,201148159,95000000
Cinderella,2015,USA,105,English,PG,201148159,95000000
Circle,2015,USA,87,English,Not Rated,,
Close Range,2015,USA,80,English,,,3000000
Concussion,2015,UK,123,English,PG-13,34531832,35000000
Containment,2015,UK,77,English,,,
Counting,2015,USA,111,English,,,50000
Courage,2015,USA,118,English,PG,2246000,20000000
